Genus,NCBI Species Count,TAXA Species Count,WoRMS Species Count
Scirtimermis,0,1.0,0
Sciuricola,0,2.0,0
Sciurodendrium,0,7.0,0
Scleralaimus,0,1.0,1
Scleramphidelus,0,1.0,1
Scleroactinolaimus,0,1.0,1
Sclerolabia,0,6.0,0
Sclerolaimus,0,1.0,1
Sclerorhabditis,1,1.0,4
Sclerostylus,0,2.0,0
Sclerotrichum,0,1.0,0
Scolecophilus,0,4.0,0
Scolytonema,0,3.0,3
Scorpiophagus,0,4.0,0
Scottnema,65,1.0,1
Scutellonema,18,58.0,38
Scutylenchus,17,21.0,40
Sectonema,12,40.0,15
Seinura,15,56.0,27
Selachinema,0,1.0,3
Selachinematidae,7,0,21
Seleborca,1,0,13
Semitobrilus,5,4.0,6
Senegalonema,0,1.0,0
Serofilaria,0,1.0,0
Serpentirhabdias,12,18.0,9
Serpinema,6,7.0,14
Serradacnitis,0,1.0,2
Serratospiculoides,1,1.0,1
Serratospiculum,3,7.0,4
Setaria,7,46.0,4
Setariidae,1,0,0
Setonema,0,1.0,1
Setoplectus,1,4.0,4
Setosabatieria,7,13.0,13
Setostephanolaimus,2,7.0,9
Seuratascaris,3,1.0,3
Seuratia,1,3.0,1
Seuratiella,0,1.0,5
Seuratum,0,8.0,5
Seurechina,0,3.0,0
Severianoia,3,9.0,18
Sexansocara,0,1.0,1
Sexansodera,0,1.0,0
Shahnema,0,4.0,5
Shattuckius,0,1.0,0
Sheraphelenchus,5,6.0,3
Shunyanema,0,1.0,0
Sibayinema,0,1.0,1
Sicaguttur,0,15.0,3
Siconema,4,24.0,10
Siconemoides,0,1.0,1
Sicorinema,0,7.0,0
Siddiqia,0,28.0,5
Sigmolenchus,1,0,1
Sigmophoranema,1,4.0,5
Silenchus,0,1.0,1
Silvallis,0,1.0,0
Similascarophis,0,2.0,4
Simondsia,0,2.0,2
Simpliconema,0,3.0,1
Simulimermis,0,1.0,3
Sinanema,0,3.0,4
Singhiella,0,1.0,1
Sinoichthyonema,1,1.0,2
Sinospinata,1,0,0
Siphonolaimidae,2,0,3
Siphonolaimus,6,54.0,31
Sitadevinema,0,1.0,1
Skarbilovinema,2,2.0,2
Skibbinema,0,1.0,0
Skladnikia,0,1.0,0
Skrjabillaninae,1,0,4
Skrjabillanus,2,4.0,7
Skrjabinalius,1,3.0,2
Skrjabinelazia,0,7.0,11
Skrjabinema,7,11.0,4
Skrjabingylus,5,7.0,2
Skrjabinisakis,4,0,4
Skrjabinitectus,0,1.0,0
Skrjabinocaulus,0,1.0,0
Skrjabinocerca,0,5.0,4
Skrjabinocercella,0,2.0,0
Skrjabinoclava,0,33.0,33
Skrjabinodentus,1,0,0
Skrjabinodera,0,3.0,0
Skrjabinodon,2,37.0,29
Skrjabinofilaria,0,3.0,0
Skrjabinomermis,0,4.0,5
Skrjabinoptera,1,8.0,0
Skrjabinura,0,3.0,0
Skryabineandros,0,1.0,0
Smithsoninema,0,1.0,1
Soaresnema,0,1.0,1
Sobolevingylus,0,3.0,2
Soboliphyme,3,10.0,8
Solafilaria,0,5.0,0
Solenolaimus,0,1.0,1
Solididens,3,8.0,3
Southerniella,4,15.0,15
Spalacina,0,3.0,1
Spartonema,0,2.0,2
Spauligodon,50,44.0,44
Spectatus,1,2.0,1
Sphaeroamphis,0,1.0,1
Sphaerocephalum,0,3.0,4
Sphaerolaimidae,3,0,4
Sphaerolaimus,28,46.0,50
Sphaeronema,2,7.0,9
Sphaeronematidae,1,0,0
Sphaerotheristus,7,5.0,9
Sphaerularia,7,1.0,1
Sphaerulariidae,2,0,9
Sphaerularioidea,3,0,10
Spiculimermis,0,12.0,38
Spiculocaulus,1,4.0,1
Spiculopteragia,5,24.0,18
Spiliphera,1,9.0,50
Spilophorella,7,14.0,21
Spilotylenchus,1,8.0,8
Spinicauda,1,16.0,3
Spininematoides,0,1.0,0
Spinitectoides,0,1.0,1
Spinitectus,9,79.0,44
Spinocephalus,1,0,0
Spinodesmoscolex,0,1.0,1
Spinodiplotriaena,0,1.0,0
Spinonema,0,6.0,4
Spinostrongylus,0,4.0,0
Spinoxyuris,0,2.0,2
Spiralatus,0,1.0,0
Spiramphinema,0,3.0,3
Spirinia,12,20.0,28
Spirobakerus,1,1.0,0
Spirobolbolaimus,0,4.0,3
Spirocamallanus,9,0,50
Spirocerca,10,10.0,2
Spirodesma,0,1.0,1
Spironoura,0,36.0,39
Spirophilometra,0,3.0,4
Spirosprattus,0,1.0,0
Spirostrongylus,1,1.0,0
Spiroxys,7,19.0,4
Spirura,1,31.0,22
Spirurida,1,0,0
Spiruridae,2,0,12
Spirurina,5,0,6
Spiruroidea,10,0,4
Spiruroides,0,1.0,1
Spiruromorpha,1,0,10
Splendidofilaria,8,19.0,9
Sporonchulus,3,4.0,10
Sprattellus,0,3.0,0
Sprattianema,0,0.0,0
Sprentascaris,0,3.0,9
Sprentia,0,1.0,1
Squamasnema,0,0.0,1
Squamofilaria,0,6.0,1
Squamostrongylus,0,2.0,0
Squanema,0,1.0,1
Srivastavanema,0,6.0,0
Stammeria,0,1.0,5
Stammerinema,1,5.0,2
Starobogatovia,0,5.0,1
Stauratostoma,1,1.0,1
Stefanskostrongylus,0,10.0,1
Stegelleta,2,9.0,14
Stegelletina,7,11.0,19
Stegonema,0,1.0,1
Stegophorus,1,5.0,10
Stegorhabditis,0,1.0,1
Steineria,6,19.0,35
Steineridora,0,4.0,5
Steinernema,648,145.0,50
Steinernematidae,10,0,4
Steinimermis,0,1.0,1
Stellocaronema,0,4.0,2
Stelmioides,0,1.0,0
Stenonchulus,1,1.0,1
Stenuroides,1,1.0,1
Stenurus,3,13.0,15
Stephanofilaria,2,12.0,0
Stephanolaimus,1,3.0,12
Stephanurus,1,19.0,1
Steratocephalus,0,1.0,1
Stictylus,1,0,5
Stilbonema,6,3.0,4
Stilbonematinae,6,0,12
Stilestrongylus,2,26.0,2
Stomachorhabditis,0,4.0,5
Stopractinca,0,6.0,5
Strelkovimermis,1,11.0,25
Streptocara,2,11.0,12
Streptopharagus,2,11.0,1
Strianema,0,1.0,0
Striatodora,0,1.0,1
Striatofilaria,0,2.0,1
Strongylacantha,1,4.0,3
Strongyloidea,9,0,17
Strongyloides,46,63.0,27
Strongyluris,4,23.0,0
Strongylus,4,14.0,50
Struthiofilaria,0,1.0,0
Stygodesmodora,1,12.0,8
Subanguina,23,1.0,9
Subaspiculuris,0,1.0,1
Subsphaerolaimus,1,11.0,8
Subulascaris,0,4.0,1
Subulura,1,64.0,18
Subuluroidea,3,0,2
Sucamphida,0,1.0,1
Sudhausia,3,8.0,3
Suifilaria,0,1.0,0
Suifunema,1,3.0,3
Sulcascaris,2,1.0,1
Sulphuretylenchus,0,13.0,6
Suncinema,0,4.0,0
Sutarostrongylus,1,2.0,0
Suttonema,0,3.0,0
Swangeria,0,2.0,0
Syafruddinema,0,6.0,3
Sychnotylenchus,1,6.0,4
Syconema,0,1.0,1
Symplocostoma,7,23.0,33
Symplocostomella,0,4.0,6
Syncheilaxonchium,2,5.0,1
Syncuaria,2,12.0,22
Syngamus,8,13.0,6
Syngnathinema,0,1.0,2
Synhimantus,6,46.0,12
Synodontisia,0,3.0,3
Synodontium,0,4.0,5
Synoecnema,1,23.0,5
Synonchiella,2,18.0,21
Synonchium,3,8.0,11
Synonchoides,0,1.0,1
Synonchus,3,10.0,17
Synonema,0,10.0,12
Syphabulea,1,9.0,12
Syphacia,19,76.0,50
Syphaciella,0,3.0,3
Syphaciuris,0,1.0,2
Sypharista,0,9.0,7
Syphatineria,1,14.0,7
Syringolaimus,15,0.0,22
Syringoplatycoma,0,0.0,0
Syrphonema,0,1.0,1
Tachygonetria,1,28.0,31
Tachynema,1,2.0,0
Tadaridanema,0,0.0,0
Takakia,0,1.0,1
Takamangai,1,0,30
Takamangi,0,31.0,0
Talanema,3,7.0,3
Tanqua,4,3.0,0
Tantunema,0,7.0,3
Tanzanius,0,1.0,1
Tapia,0,1.0,1
Tapironema,0,1.0,0
Tarantobelus,2,1.0,2
Tarsubulura,0,1.0,0
Tarvaia,1,8.0,21
Tarvaiidae,1,0,1
Tasmanema,0,2.0,0
Tawila,0,14.0,0
Tejeraia,0,1.0,0
Teladorsagia,4,25.0,5
Teleomermis,0,2.0,0
Telomerlinius,1,4.0,2
Telotylenchoides,0,3.0,4
Telotylenchus,4,21.0,30
Tendinema,0,2.0,0
Tenoranema,0,5.0,1
Tenuidraconema,0,3.0,8
Tenunema,0,1.0,0
Tenunemellus,2,7.0,7
Tenuostrongylus,0,1.0,0
Teporingonema,0,7.0,0
Teratocephalus,4,21.0,30
Teratodiplogaster,8,0.0,4
Teratolobus,1,3.0,7
Teratorhabditis,7,5.0,17
Termirhabditis,0,1.0,1
Ternidens,1,1.0,0
Terranova,32,26.0,30
Terromermis,0,2.0,18
Terschellingia,42,41.0,49
Terschellingioides,0,6.0,1
Tetanonema,0,1.0,0
Tethystrongylus,0,1.0,0
Tetleyus,0,5.0,5
Tetrabothriostrongylus,1,2.0,0
Tetracheilonema,0,2.0,0
Tetradomermis,0,9.0,9
Tetradonema,0,2.0,4
Tetragomphius,0,42.0,0
Tetrameres,3,67.0,14
Tetramermis,0,3.0,5
Tetrarhabditis,0,1.0,0
Tetylenchus,0,2.0,8
Texicospirura,0,1.0,0
Thada,1,1.0,5
Thainema,0,2.0,0
Thaistrongylus,0,1.0,0
Thalassironus,2,13.0,11
Thalassoalaimus,5,26.0,25
Thalassogenus,0,5.0,1
Thalassomermis,0,1.0,1
Thalassomonhystera,0,41.0,50
Thalassonema,0,2.0,2
Thallostonema,6,6.0,0
Thamugadia,0,6.0,0
Thaparia,0,5.0,5
Thaumamermis,6,2.0,4
Theileriana,0,21.0,0
Thelandros,16,75.0,48
Thelastoma,16,70.0,50
Thelastomatidae,5,0,50
Thelazia,9,24.0,9
Thelonema,0,4.0,2
Theristus,42,117.0,50
Thonus,2,0,50
Thoonchus,1,4.0,5
Thoracostoma,4,43.0,50
Thoracostomopsidae,37,0,8
Thoracostomopsis,2,6.0,6
Thornedia,0,3.0,0
Thorneella,0,2.0,2
Thornenema,2,21.0,22
Thorneum,0,1.0,1
Thornia,1,11.0,11
Thorniosa,0,1.0,1
Thraustomermis,0,1.0,0
Thripinema,1,5.0,5
Thubunaea,0,24.0,4
Thylaconema,0,1.0,0
Thylonema,2,5.0,2
Thylostrongylus,1,3.0,0
Tiacuatzoxyuris,0,1.0,0
Tigronchoides,0,9.0,10
Tikusnema,0,3.0,0
Timmia,0,3.0,3
Timminema,0,6.0,1
Timmungella,0,1.0,0
Timmus,0,1.0,1
Tipulacomis,0,4.0,2
Titilleus,0,1.0,1
Tobrilia,0,2.0,2
Tobrilidae,12,0,19
Tobrilinae,1,0,0
Tobriloides,1,2.0,4
Tobrilonchulus,0,1.0,1
Tobrilus,25,76.0,50
Tokobaevimermis,0,1.0,2
Tokorhabditis,3,0,3
Tonaudia,0,1.0,0
Tonoscolecinema,0,6.0,0
Torquatoides,0,5.0,1
Torquenema,1,0,0
Torrestrongylus,1,3.0,1
Torsiomermis,0,1.0,1
Torumanawa,0,2.0,1
Torynurus,1,2.0,3
Touzeta,0,1.0,1
Toxascaris,20,6.0,3
Toxocara,7,27.0,5
Trachactinolaimus,2,3.0,3
Trachyglossoides,1,1.0,1
Trachyglossus,0,1.0,1
Trachypharynx,4,51.0,0
Trachypleurosum,0,5.0,6
Traklosia,0,0.0,0
Travassallodapa,0,1.0,1
Travassosascaris,0,1.0,0
Travassosinema,6,9.0,9
Travassosius,1,2.0,1
Travassosnema,0,1.0,0
Travassostrongylus,3,11.0,1
Travnema,0,2.0,2
Trefusia,12,21.0,26
Trefusialaimus,2,1.0,3
Trefusiidae,9,0,3
Tremonema,0,1.0,1
Triaulolaimus,0,1.0,1
Tricaenonchus,0,1.0,2
Tricephalobus,0,1.0,10
Triceratonema,0,1.0,0
Tricheilia,0,1.0,1
Tricheilonema,0,1.0,0
Trichenoplus,0,1.0,1
Trichinella,160,11.0,8
Trichocephalida,1,0,0
Trichochenia,0,3.0,0
Trichodorus,121,52.0,50
Trichofreitasia,0,1.0,0
Trichohelix,0,2.0,0
Tricholeiperia,3,6.0,0
Tricholinstowia,0,12.0,5
Trichonema,0,1.0,1
Trichoskrjabinia,0,3.0,0
Trichosomoides,1,4.0,2
Trichospirura,0,3.0,0
Trichostrongyella,0,1.0,0
Trichostrongylidae,2,0,50
Trichostrongylus,33,53.0,20
Trichotheristus,1,2.0,15
Trichotravassosia,0,1.0,0
Trichotylenchus,2,8.0,41
Trichromadora,0,3.0,5
Trichromadorita,0,2.0,2
Trichuris,331,107.0,31
Trichuroides,0,1.0,2
Tricirronema,2,3.0,3
Tricoma,12,90.0,50
Tricotylenchus,1,0,41
Tridentellia,0,1.0,1
Tridentocapillaria,0,5.0,0
Tridentoinfundibulum,1,3.0,1
Tridentulus,2,6.0,8
Triepsilonema,0,1.0,1
Trifurcata,0,3.0,0
Trigonostonema,1,8.0,0
Trileptium,5,10.0,12
Triligulla,0,1.0,1
Trilobostrongylus,1,1.0,0
Triodontolaimus,0,1.0,2
Triodontophorus,5,9.0,6
Tripius,2,5.0,4
Triplonchida,2,0,6
Triplonchium,1,0,10
Tripyla,36,43.0,50
Tripylella,11,19.0,11
Tripylidae,1,0,6
Tripylina,18,8.0,1
Tripylium,0,2.0,3
Tripyloides,19,16.0,21
Tripyloididae,5,0,11
Trischistoma,19,23.0,25
Trischistomatidae,1,0,3
Trissonchulus,13,10.0,18
Trithornus,0,1.0,1
Triumphalisnema,1,3.0,3
Trochamus,0,5.0,7
Troglostrongylus,4,4.0,1
Trogolaimus,0,5.0,3
Trophomera,3,2.0,42
Trophomermis,0,1.0,0
Trophotylenchulus,6,11.0,14
Trophurus,8,16.0,17
Trualaimus,0,4.0,4
Truttaedacnitis,4,7.0,5
Truxonchus,1,8.0,9
Trypanoxyuris,11,22.0,11
Tsuganema,0,1.0,1
Tsukubanema,0,1.0,0
Tubixaba,1,37.0,1
Tubolaimella,0,1.0,1
Tubolaimoides,4,2.0,4
Tuerkiana,0,1.0,1
Tuhmai,1,0,0
Tumiota,0,1.0,1
Tunicamermis,0,3.0,3
Tupaiostrongylus,0,2.0,0
Turbatrix,1,1.0,4
Turgida,3,2.0,0
Tutunema,0,1.0,1
Tylaphelenchus,1,7.0,3
Tylenchida,1,0,0
Tylenchidae,28,0,17
Tylenchina,16,0,4
Tylenchocriconema,1,1.0,0
Tylenchodoroides,0,1.0,1
Tylenchodorus,0,1.0,1
Tylenchoidea,9,0,17
Tylencholaimellidae,5,0,4
Tylencholaimellus,8,42.0,32
Tylencholaimoidea,2,0,5
Tylencholaimus,24,58.0,50
Tylenchomorpha,7,0,6
Tylenchorhynchus,43,131.0,50
Tylenchorhyncus,1,0,50
Tylenchorynchus,1,0,50
Tylenchulus,9,4.0,9
Tylenchus,13,63.0,50
Tyleptus,1,9.0,6
Tylocephalus,5,11.0,13
Tylodorus,0,2.0,2
Tylolaimophorus,14,15.0,16
Tylopharynx,2,2.0,4
Typhlonema,0,1.0,0
Typhlophoros,0,4.0,4
Typhlopsia,0,9.0,0
Tziminema,1,0.0,1
Udonchus,0,1.0,4
Uliginotylenchus,0,8.0,20
Ultratenella,0,1.0,1
Umingmakstrongylus,1,1.0,0
Uncinaria,46,21.0,14
Undescribed,0,15.0,0
Ungella,0,9.0,1
Ungulilaimella,0,1.0,1
Ungulilaimus,0,1.0,1
Uniovaria,0,1.0,0
Urbanonema,1,2.0,2
Urodelema,0,3.0,0
Urodelnema,1,0,6
Urucuia,0,1.0,1
Usarpnema,0,1.0,1
Utahnema,0,3.0,1
Utriculimermis,0,1.0,1
Valvaelaimoides,0,4.0,2
Valvaelaimus,1,2.0,2
Vampyronema,0,2.0,0
Vanderlindia,0,3.0,2
Varestrongylus,12,14.0,4
Varotylus,0,11.0,0
Vasculonema,0,2.0,2
Vasorhabdochona,1,1.0,1
Vasostoma,1,3.0,13
Vaucherus,0,3.0,0
Veleshkinema,1,1.0,1
Ventelia,0,1.0,1
Versternema,0,1.0,0
Verutus,3,2.0,1
Vetus,0,12.0,4
Veversia,0,1.0,1
Vexillata,3,11.0,0
Viannaia,4,17.0,4
Viannella,0,15.0,0
Vigisospirura,0,2.0,1
Viguerastrongylus,0,0.0,1
Viguiera,1,8.0,50
Viktorocara,1,9.0,7
Virenodiplogaster,0,1.0,1
Viscosia,53,6.0,50
Vittatidera,1,0,0
Viverranisakis,0,11.0,0
Viverrostrongylus,0,1.0,0
Vogeloides,0,3.0,1
Voguracuaria,0,1.0,1
Vulcanonema,0,2.0,2
Wachekitylenchus,1,4.0,4
Waerebekeia,0,2.0,2
Wallabinema,5,26.0,0
Waltonella,1,0,0
Wanaristrongylus,0,4.0,0
Wasimellus,0,1.0,0
Websternema,0,1.0,0
Weisoncholaimus,0,1.0,1
Welchimermis,0,1.0,1
Wellcomia,4,13.0,13
Westindicus,1,6.0,6
Wetanema,0,2.0,2
Wieseria,1,15.0,13
Wiesoncholaimus,1,0,1
Willinema,0,9.0,2
Willmottia,0,1.0,0
Wilsonema,9,9.0,14
Woodwardostrongylus,1,9.0,0
Woolleya,1,10.0,0
Wuchereria,2,28.0,0
Wuia,0,1.0,0
Xenella,0,4.0,0
Xennella,1,0,5
Xenocordon,0,1.0,0
Xenocriconemella,6,2.0,4
Xenocyatholaimus,0,1.0,1
Xenolaimus,0,2.0,2
Xenonema,0,1.0,1
Xericola,0,1.0,0
Xeroxyuris,0,1.0,1
Xiphidorus,9,9.0,0
Xiphinema,207,280.0,50
Xiphinemella,1,15.0,3
Xustrostoma,0,2.0,2
Xyala,5,13.0,18
Xyalidae,91,0,50
Xylorhabditis,0,1.0,2
Xyo,1,5.0,5
Xystrognathus,1,2.0,2
Xyzzors,2,3.0,3
Yagansiella,0,1.0,0
Yatesia,1,1.0,0
Yatinema,0,3.0,3
Yeatesinia,0,1.0,1
Yubeldus,0,1.0,0
Yunqueus,0,1.0,1
Zaglonema,0,3.0,0
Zalonema,3,9.0,13
Zalophidera,0,3.0,0
Zalophora,0,5.0,4
Zanenchus,0,7.0,6
Zealandodera,0,1.0,0
Zeatylenchus,1,1.0,1
Zebrincola,0,3.0,0
Zeldia,7,12.0,22
Zenkoxyuris,0,1.0,2
Zetalaimus,0,3.0,0
Zoniolaimus,8,101.0,0
Zonothrix,1,11.0,11
Zygocaulus,0,1.0,1
Zygonemella,1,1.0,1
Zygotylenchus,2,6.0,7
Zygradus,0,2.0,2
Zyxispinifer,0,1.0,1
aff.,24,0,0
cf.,81,0,0
filarial,1,0,0
mit,0,0.0,0
nematode,1,0,0
panagrolaimoid,1,0,0
rhabditoid,1,0,0
uncultured,5,0,0
unidentified,2,0,0
