ImageIndex,record_id,processid,specimen_identifiers,identification_method,phylum,class,order,family,genus,species,sex,lifestage,lat,lon,site_code,caption,media_descriptor,image_file,copyright_institution,photographer
ImgIndex_2108,7009867,CRICO208-16,NID-N1166,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG24,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female midbody cuticle with anastomosis,Midbody,http://www.boldsystems.org/pics/CRICO/NID1166_6+1521654112.jpg,University of Nebraska,Tom Powers
ImgIndex_2109,7009868,CRICO209-16,NID-N1167,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG22,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile posterior cuticle with crenations,Tail,http://www.boldsystems.org/pics/CRICO/NID1167_3+1521654408.jpg,University of Nebraska,Tom Powers
ImgIndex_2110,7009868,CRICO209-16,NID-N1167,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG22,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile  head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1167_1+1521654362.jpg,University of Nebraska,Tom Powers
ImgIndex_2111,7009868,CRICO209-16,NID-N1167,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG22,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID1167_2+1521654384.jpg,University of Nebraska,Tom Powers
ImgIndex_2112,7009869,CRICO210-16,NID-N1168,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1168_1+1521654966.jpg,University of Nebraska,Tom Powers
ImgIndex_2113,7009869,CRICO210-16,NID-N1168,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female tail with vulval flap,Tail,http://www.boldsystems.org/pics/CRICO/NID1168_4+1521655074.jpg,University of Nebraska,Tom Powers
ImgIndex_2114,7009869,CRICO210-16,NID-N1168,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1168_2+1521655010.jpg,University of Nebraska,Tom Powers
ImgIndex_2115,7009869,CRICO210-16,NID-N1168,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1168_3+1521655038.jpg,University of Nebraska,Tom Powers
ImgIndex_2116,7009870,CRICO211-16,NID-N1169,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female tail with vulval flap,Tail,http://www.boldsystems.org/pics/CRICO/NID1168_5+1521655112.jpg,University of Nebraska,Tom Powers
ImgIndex_2117,7009870,CRICO211-16,NID-N1169,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1169_2+1521655482.jpg,University of Nebraska,Tom Powers
ImgIndex_2118,7009870,CRICO211-16,NID-N1169,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1169_1+1521655448.jpg,University of Nebraska,Tom Powers
ImgIndex_2119,7009870,CRICO211-16,NID-N1169,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female anterior cuticle,Head,http://www.boldsystems.org/pics/CRICO/NID1169_3+1521655516.jpg,University of Nebraska,Tom Powers
ImgIndex_2120,7009870,CRICO211-16,NID-N1169,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,F,Adult,34.4538,-91.5765,Mississippi Lowland Forests,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1169_4+1521655550.jpg,University of Nebraska,Tom Powers
ImgIndex_2121,7009871,CRICO212-16,NID-N1170,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile midbody cuticle with crenations,Midbody,http://www.boldsystems.org/pics/CRICO/NID1170_5+1521656124.jpg,University of Nebraska,Tom Powers
ImgIndex_2122,7009871,CRICO212-16,NID-N1170,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1170_1+1521655858.jpg,University of Nebraska,Tom Powers
ImgIndex_2123,7009871,CRICO212-16,NID-N1170,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile  head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1170_2+1521655974.jpg,University of Nebraska,Tom Powers
ImgIndex_2124,7009871,CRICO212-16,NID-N1170,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID1170_3+1521656024.jpg,University of Nebraska,Tom Powers
ImgIndex_2125,7009871,CRICO212-16,NID-N1170,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG19,,Juvenile,34.4538,-91.5765,Mississippi Lowland Forests,Juvenile posterior cuticle with crenations,Tail,http://www.boldsystems.org/pics/CRICO/NID1170_4+1521656074.jpg,University of Nebraska,Tom Powers
ImgIndex_2126,7009872,CRICO213-16,NID-N1172,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,F,Adult,40.8667,-96.814,Central Tall Grasslands,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1172_2+1521656646.jpg,University of Nebraska,Tom Powers
ImgIndex_2127,7009872,CRICO213-16,NID-N1172,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,F,Adult,40.8667,-96.814,Central Tall Grasslands,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1172_1+1521656614.jpg,University of Nebraska,Tom Powers
ImgIndex_2128,7009872,CRICO213-16,NID-N1172,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,F,Adult,40.8667,-96.814,Central Tall Grasslands,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1172_3+1521656680.jpg,University of Nebraska,Tom Powers
ImgIndex_2129,7009873,CRICO214-16,NID-N1176,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Denmark,F,Adult,43.2026,-90.0495,Upper Midwest Forest-Savanna Transition Zone,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1176_2+1521657090.jpg,University of Nebraska,Tom Powers
ImgIndex_2130,7009873,CRICO214-16,NID-N1176,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Denmark,F,Adult,43.2026,-90.0495,Upper Midwest Forest-Savanna Transition Zone,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1176_1+1521657060.jpg,University of Nebraska,Tom Powers
ImgIndex_2131,7009873,CRICO214-16,NID-N1176,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Denmark,F,Adult,43.2026,-90.0495,Upper Midwest Forest-Savanna Transition Zone,Female midbody with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID1176_4+1521657146.jpg,University of Nebraska,Tom Powers
ImgIndex_2132,7009873,CRICO214-16,NID-N1176,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Denmark,F,Adult,43.2026,-90.0495,Upper Midwest Forest-Savanna Transition Zone,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1176_3+1521657120.jpg,University of Nebraska,Tom Powers
ImgIndex_2133,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID1195_7+1523562390.jpg,University of Nebraska,Tom Powers
ImgIndex_2134,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1195_1+1523561778.jpg,University of Nebraska,Tom Powers
ImgIndex_2135,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail cuticle with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1195_6+1523562366.jpg,University of Nebraska,Tom Powers
ImgIndex_2136,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1195_3+1523562144.jpg,University of Nebraska,Tom Powers
ImgIndex_2137,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1195_2+1523561824.jpg,University of Nebraska,Tom Powers
ImgIndex_2138,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1195_4+1523562194.jpg,University of Nebraska,Tom Powers
ImgIndex_2139,7009875,CRICO216-16,NID-N1195,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail cuticle with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1195_5+1523562332.jpg,University of Nebraska,Tom Powers
ImgIndex_2140,7009876,CRICO217-16,NID-N1203,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1203_1+1523562678.jpg,University of Nebraska,Tom Powers
ImgIndex_2141,7009876,CRICO217-16,NID-N1203,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID1203_4+1523562770.jpg,University of Nebraska,Tom Powers
ImgIndex_2142,7009876,CRICO217-16,NID-N1203,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1203_2+1523562706.jpg,University of Nebraska,Tom Powers
ImgIndex_2143,7009876,CRICO217-16,NID-N1203,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1203_3+1523562734.jpg,University of Nebraska,Tom Powers
ImgIndex_2144,7009876,CRICO217-16,NID-N1203,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail cuticle with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1203_6+1523562822.jpg,University of Nebraska,Tom Powers
ImgIndex_2145,7009876,CRICO217-16,NID-N1203,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1203_5+1523562798.jpg,University of Nebraska,Tom Powers
ImgIndex_2146,7009877,CRICO218-16,NID-N1205,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female entire body 400X magnification,Entire body,http://www.boldsystems.org/pics/CRICO/NID1205_1+1466624734.jpg,University of Nebraska,Tom Powers
ImgIndex_2147,7009877,CRICO218-16,NID-N1205,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female tail with vulva 1000x magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1205_4+1466624868.jpg,University of Nebraska,Tom Powers
ImgIndex_2148,7009877,CRICO218-16,NID-N1205,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female head with lip region and stylet 1000X magnification,Head,http://www.boldsystems.org/pics/CRICO/NID1205_2+1466624782.jpg,University of Nebraska,Tom Powers
ImgIndex_2149,7009877,CRICO218-16,NID-N1205,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female midbody cuticle 1000X magnification,Midbody,http://www.boldsystems.org/pics/CRICO/NID1205_3+1466624824.jpg,University of Nebraska,Tom Powers
ImgIndex_2150,7009878,CRICO219-16,NID-N1206,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female midbody cuticle 1000X magnification,Midbody,http://www.boldsystems.org/pics/CRICO/NID1206_3+1466625138.jpg,University of Nebraska,Tom Powers
ImgIndex_2151,7009878,CRICO219-16,NID-N1206,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female entire body 400X magnification,Entire body,http://www.boldsystems.org/pics/CRICO/NID1206_1+1466625042.jpg,University of Nebraska,Tom Powers
ImgIndex_2152,7009878,CRICO219-16,NID-N1206,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female head with lip region and stylet 1000X magnification,Head,http://www.boldsystems.org/pics/CRICO/NID1206_2+1466625092.jpg,University of Nebraska,Tom Powers
ImgIndex_2153,7009878,CRICO219-16,NID-N1206,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,43.0119,-90.1091,Upper Midwest Forest-Savanna Transition Zone,female tail 1000X magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1206_4+1466625196.jpg,University of Nebraska,Tom Powers
ImgIndex_2154,7009879,CRICO220-16,NID-N1208,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema fimbriatum,,Juvenile,,,Upper Midwest Forest-Savanna Transition Zone,Juvenile entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1208_1+1523563114.jpg,University of Nebraska,Tom Powers
ImgIndex_2155,7009879,CRICO220-16,NID-N1208,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema fimbriatum,,Juvenile,,,Upper Midwest Forest-Savanna Transition Zone,Juvenile midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID1208_4+1523563276.jpg,University of Nebraska,Tom Powers
ImgIndex_2156,7009879,CRICO220-16,NID-N1208,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema fimbriatum,,Juvenile,,,Upper Midwest Forest-Savanna Transition Zone,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1208_2+1523563194.jpg,University of Nebraska,Tom Powers
ImgIndex_2157,7009879,CRICO220-16,NID-N1208,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema fimbriatum,,Juvenile,,,Upper Midwest Forest-Savanna Transition Zone,Juvenile anterior cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID1208_3+1523563238.jpg,University of Nebraska,Tom Powers
ImgIndex_2158,7009879,CRICO220-16,NID-N1208,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema fimbriatum,,Juvenile,,,Upper Midwest Forest-Savanna Transition Zone,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID1208_5+1523563306.jpg,University of Nebraska,Tom Powers
ImgIndex_2159,7009880,CRICO221-16,NID-N1209,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1209_4+1521658492.jpg,University of Nebraska,Tom Powers
ImgIndex_2160,7009880,CRICO221-16,NID-N1209,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1209_1+1521658406.jpg,University of Nebraska,Tom Powers
ImgIndex_2161,7009880,CRICO221-16,NID-N1209,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1209_2+1521658436.jpg,University of Nebraska,Tom Powers
ImgIndex_2162,7009880,CRICO221-16,NID-N1209,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1209_3+1521658460.jpg,University of Nebraska,Tom Powers
ImgIndex_2163,7009881,CRICO222-16,NID-N1210,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1210_2+1523563708.jpg,University of Nebraska,Tom Powers
ImgIndex_2164,7009881,CRICO222-16,NID-N1210,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1210_1+1523563678.jpg,University of Nebraska,Tom Powers
ImgIndex_2165,7009881,CRICO222-16,NID-N1210,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,,,Upper Midwest Forest-Savanna Transition Zone,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1210_3+1523563740.jpg,University of Nebraska,Tom Powers
ImgIndex_2166,7009882,CRICO223-16,NID-N1212,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1212_1+1523563818.jpg,Tom Powers,Tom Powers
ImgIndex_2167,7009883,CRICO224-16,NID-N1213,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1213_2+1521658876.jpg,University of Nebraska,Tom Powers
ImgIndex_2168,7009883,CRICO224-16,NID-N1213,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1213_1+1521658854.jpg,University of Nebraska,Tom Powers
ImgIndex_2169,7009883,CRICO224-16,NID-N1213,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Xenocriconemella,Xenocriconemella macrodora,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1213_3+1521658902.jpg,University of Nebraska,Tom Powers
ImgIndex_2170,7009884,CRICO225-16,NID-N1214,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,female entire body 400X magnification,Entire body,http://www.boldsystems.org/pics/CRICO/NID1214_1+1465931686.jpg,University of Nebraska,Tom Powers
ImgIndex_2171,7009884,CRICO225-16,NID-N1214,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,female tail tip and vulva 1000X magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1214_3+1465936288.jpg,University of Nebraska,Tom Powers
ImgIndex_2172,7009884,CRICO225-16,NID-N1214,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,female head lip region and stylet 1000X magnification,Head,http://www.boldsystems.org/pics/CRICO/NID1214_2+1465936142.jpg,University of Nebraska,Tom Powers
ImgIndex_2173,7009884,CRICO225-16,NID-N1214,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,female midbody cuticle 1000X magnification,Midbody,http://www.boldsystems.org/pics/CRICO/NID1214_4+1465936366.jpg,University of Nebraska,Tom Powers
ImgIndex_2174,7009884,CRICO225-16,NID-N1214,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,female tail cuticle and vulva 1000X magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1214_5+1465936448.jpg,University of Nebraska,Tom Powers
ImgIndex_2175,7009885,CRICO226-16,NID-N1215,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax HG11,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1215_3+1521659276.jpg,University of Nebraska,Tom Powers
ImgIndex_2176,7009885,CRICO226-16,NID-N1215,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax HG11,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1215_1+1521659196.jpg,University of Nebraska,Tom Powers
ImgIndex_2177,7009885,CRICO226-16,NID-N1215,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax HG11,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1215_2+1521659238.jpg,University of Nebraska,Tom Powers
ImgIndex_2178,7009886,CRICO227-16,NID-N1216,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax HG11,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1216_2+1521659544.jpg,University of Nebraska,Tom Powers
ImgIndex_2179,7009886,CRICO227-16,NID-N1216,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax HG11,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1216_1+1521659426.jpg,University of Nebraska,Tom Powers
ImgIndex_2180,7009886,CRICO227-16,NID-N1216,"Light Microscope , COI DNA",Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax HG11,F,Adult,38.8245,-77.2667,Southeastern Mixed Forests,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1216_4+1521659628.jpg,University of Nebraska,Tom Powers
